id,parentProductId,title,categories,description,quantity,price,active,status
37,37,Trichocereus bridgesii,"ALL CACTI,Trichocereus species,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>
<p><strong><span style=""color: #008000;"">&nbsp;</span></strong></p>",,,outofstock,private
37-variation-0,37,Trichocereus bridgesii,,"<p>Trichocereus bridgesii (Sunset: 16,17,21-24; USDA: 9-11) Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 8' tall. Hardy to 20&deg;F. Origin: Bolivia.</p>
<p><strong><span style=""color: #008000;"">&nbsp;</span></strong></p>",9-10 inch cutting,25,outofstock,private
38,38,Trichocereus candicans (Argentine giant),"Trichocereus species,ALL CACTI,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus candicans (Argentine giant). Sunset: 11-13; USDA: 9-10. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 4' tall; 10' wide. Hardy to 15&deg;F. Origin: Northern Argentina.</p>",,,outofstock,private
38-variation-0,38,Trichocereus candicans (Argentine giant),,"<p>Trichocereus candicans (Argentine giant). Sunset: 11-13; USDA: 9-10. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 4' tall; 10' wide. Hardy to 15&deg;F. Origin: Northern Argentina.</p>",6 inch rooted plant,25.00,outofstock,private
38-variation-1,38,Trichocereus candicans (Argentine giant),,"<p>Trichocereus candicans (Argentine giant). Sunset: 11-13; USDA: 9-10. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 4' tall; 10' wide. Hardy to 15&deg;F. Origin: Northern Argentina.</p>",15-16 inch rooted plant w. off sets,110.00,outofstock,private
39,39,Trichocereus thelegonus,"ALL CACTI,Trichocereus species,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus thelegonus&nbsp; (Sunset: 16,17,21-24; USDA: 10-12. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 3' tall; 6' wide. Hardy to 25&deg;F. Origin: Chile.</p>",,,instock,publish
39-variation-0,39,Trichocereus thelegonus,,"<p>Trichocereus thelegonus&nbsp; (Sunset: 16,17,21-24; USDA: 10-12. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 3' tall; 6' wide. Hardy to 25&deg;F. Origin: Chile.</p>",10 inch unrooted cutting,17.50,instock,publish
39-variation-1,39,Trichocereus thelegonus,,"<p>Trichocereus thelegonus&nbsp; (Sunset: 16,17,21-24; USDA: 10-12. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 3' tall; 6' wide. Hardy to 25&deg;F. Origin: Chile.</p>",(3) 10 inch unrooted cuttings,45.00,instock,publish
39-variation-2,39,Trichocereus thelegonus,,"<p>Trichocereus thelegonus&nbsp; (Sunset: 16,17,21-24; USDA: 10-12. Full sun to light shade. Heat tolerant. Low water. Trailing cactus, grows to 3' tall; 6' wide. Hardy to 25&deg;F. Origin: Chile.</p>",16 inch unrooted cutting,40.00,instock,publish
40,40,Trichocereus brevispinulosus (Indian comb),"ALL CACTI,Trichocereus species,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus brevispinulosus (Indian comb). Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 6' tall. Hardy to 20&deg;F.</p>",,,outofstock,private
40-variation-0,40,Trichocereus brevispinulosus (Indian comb),,"<p>Trichocereus brevispinulosus (Indian comb). Full sun to light shade. Heat tolerant. Low water. Clustering columnar cactus, grows to 6' tall. Hardy to 20&deg;F.</p>",12 inch unrooted cutting,20.00,outofstock,private
41,41,Trichocereus species Peru,"Trichocereus species,ALL CACTI,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus species Peru. Sunset: 13,16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Hardy to 18&deg;F. Origin: Ecuador and Peru.</p>
<p><strong> <span style=""color: #ff0000;"">Sale</span>: </strong><strong>Sold by the pound.</strong> Odd size lots, ranging from 6"" to 12"" mid-section cuts and tip cuttings, some skinny, some fat. <strong>Sold at $12 per pound</strong>&nbsp;--<strong> 2 lbs minimum</strong></p>",,,instock,publish
41-variation-0,41,Trichocereus species Peru,,"<p>Trichocereus species Peru. Sunset: 13,16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Hardy to 18&deg;F. Origin: Ecuador and Peru.</p>
<p><strong> <span style=""color: #ff0000;"">Sale</span>: </strong><strong>Sold by the pound.</strong> Odd size lots, ranging from 6"" to 12"" mid-section cuts and tip cuttings, some skinny, some fat. <strong>Sold at $12 per pound</strong>&nbsp;--<strong> 2 lbs minimum</strong></p>",San pedro cuttings by the pound,12.00,instock,publish
41-variation-1,41,Trichocereus species Peru,,"<p>Trichocereus species Peru. Sunset: 13,16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Hardy to 18&deg;F. Origin: Ecuador and Peru.</p>
<p><strong> <span style=""color: #ff0000;"">Sale</span>: </strong><strong>Sold by the pound.</strong> Odd size lots, ranging from 6"" to 12"" mid-section cuts and tip cuttings, some skinny, some fat. <strong>Sold at $12 per pound</strong>&nbsp;--<strong> 2 lbs minimum</strong></p>",(5) 8 inch San pedro mid-section cuts (approx. 5 lbs),65.00,instock,publish
41-variation-2,41,Trichocereus species Peru,,"<p>Trichocereus species Peru. Sunset: 13,16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, clustering cactus grows to 15' tall. Hardy to 18&deg;F. Origin: Ecuador and Peru.</p>
<p><strong> <span style=""color: #ff0000;"">Sale</span>: </strong><strong>Sold by the pound.</strong> Odd size lots, ranging from 6"" to 12"" mid-section cuts and tip cuttings, some skinny, some fat. <strong>Sold at $12 per pound</strong>&nbsp;--<strong> 2 lbs minimum</strong></p>",12 inch San pedro tip unrooted cutting,32.00,instock,publish
42,42,Trichocereus peruvianus (Torch cactus),"Trichocereus species,ALL CACTI,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus peruvianus (Torch cactus) Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, cactus grows to 16' tall. Hardy to 18&deg;F. Origin: Ecuador and Peru.</p>",,,outofstock,private
42-variation-0,42,Trichocereus peruvianus (Torch cactus),,"<p>Trichocereus peruvianus (Torch cactus) Sunset: 16,17,21-24; USDA: 8b-10. Full sun to light shade. Heat tolerant. Low water. Columnar, cactus grows to 16' tall. Hardy to 18&deg;F. Origin: Ecuador and Peru.</p>",9-10 inch unrooted tip,27.5,outofstock,private
4754,4754,(A) CactusStore Seed Starting Mix,Fertilizer,"<p>CactusStore Seed Starting Mix. Lightweight premium mix excellent for germinating Cactus, Succulent, Flower and Herb seeds and also perfect for starting leaf and stem cuttings. Specially formulated for fast root development. Contains 60% ground sphagnum peat moss and 40% perlite. This mix contains no soil. Free of weeds and disease organisms. Feeds instantly with time release fertilizer to help build strong roots. Provides correct drainage and PH for starting seeds. 100% organic. USA shipping only. This item cannot be sent out of USA.</p>
<p>Contains 3 dry quarts, weights 1 lb.</p>",,,outofstock,private
4754-variation-0,4754,(A) CactusStore Seed Starting Mix,,"<p>CactusStore Seed Starting Mix. Lightweight premium mix excellent for germinating Cactus, Succulent, Flower and Herb seeds and also perfect for starting leaf and stem cuttings. Specially formulated for fast root development. Contains 60% ground sphagnum peat moss and 40% perlite. This mix contains no soil. Free of weeds and disease organisms. Feeds instantly with time release fertilizer to help build strong roots. Provides correct drainage and PH for starting seeds. 100% organic. USA shipping only. This item cannot be sent out of USA.</p>
<p>Contains 3 dry quarts, weights 1 lb.</p>",3 Dry Quarts (1 lb.),12.00,outofstock,private
43,43,Trichocereus spachianus (Golden torch),"ALL CACTI,Trichocereus species,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Trichocereus spachianus (Golden torch) Sunset: 11-13; USDA: 9b-11. Full sun to light shade. Heat tolerant. Low water. Columnar, cactus grows to 6' tall. Hardy to 22&deg;F. Origin: Western Argentina, Bolivia.</p>",,,instock,publish
43-variation-0,43,Trichocereus spachianus (Golden torch),,"<p>Trichocereus spachianus (Golden torch) Sunset: 11-13; USDA: 9b-11. Full sun to light shade. Heat tolerant. Low water. Columnar, cactus grows to 6' tall. Hardy to 22&deg;F. Origin: Western Argentina, Bolivia.</p>",8-10 inch unrooted cutting,25,instock,publish
44,44,Yucca aloifolia (Spanish bayonet),"Yucca species,ALL SUCCULENTS,ALL PLANTS INDEX","<p>Yucca aloifolia (Spanish bayonet) Sunset: 7-24; USDA: 7-12. Full sun to light shade.. Evergreen rosettes, up to 12' tall, 6' in diameter. Hardy to 0&deg;F. Origin: southern U.S., West Indies and Mexico.</p>",,,outofstock,private
44-variation-0,44,Yucca aloifolia (Spanish bayonet),,"<p>Yucca aloifolia (Spanish bayonet) Sunset: 7-24; USDA: 7-12. Full sun to light shade.. Evergreen rosettes, up to 12' tall, 6' in diameter. Hardy to 0&deg;F. Origin: southern U.S., West Indies and Mexico.</p>",2’ plant,35.00,outofstock,private
44-variation-1,44,Yucca aloifolia (Spanish bayonet),,"<p>Yucca aloifolia (Spanish bayonet) Sunset: 7-24; USDA: 7-12. Full sun to light shade.. Evergreen rosettes, up to 12' tall, 6' in diameter. Hardy to 0&deg;F. Origin: southern U.S., West Indies and Mexico.</p>",3’ plant,75.00,outofstock,private
45,45,Yucca baccata (Banana yucca),"Yucca species,Succulent Seeds A-Z,ALL PLANTS INDEX,SUCCULENT SEED INDEX","<p>Yucca baccata (Banana yucca, Datil yucca) Sunset: all zones; USDA: 5-12. Full sun to light shade.Stemless rosette, up to 4' tall, 4' in diameter. Hardy to -20&deg;F. Origin: Arizona, Colorado, Utah, New Mexico.</p>",,,outofstock,private
45-variation-0,45,Yucca baccata (Banana yucca),,"<p>Yucca baccata (Banana yucca, Datil yucca) Sunset: all zones; USDA: 5-12. Full sun to light shade.Stemless rosette, up to 4' tall, 4' in diameter. Hardy to -20&deg;F. Origin: Arizona, Colorado, Utah, New Mexico.</p>",16-20 inch plant,45.00,outofstock,private
46,46,Yucca elata (Soaptree yucca),"Yucca species,ALL PLANTS INDEX","<p>Yucca elata (Soaptree yucca). Sunset: 7-24; USDA: 7-12. Full sun to light shade. Tree like succulent, up to 20' tall. Hardy to 0&deg;F. Origin: Arizona to Texas, northern Mexico.</p>",,,outofstock,private
46-variation-0,46,Yucca elata (Soaptree yucca),,"<p>Yucca elata (Soaptree yucca). Sunset: 7-24; USDA: 7-12. Full sun to light shade. Tree like succulent, up to 20' tall. Hardy to 0&deg;F. Origin: Arizona to Texas, northern Mexico.</p>",16 inch plant,50.00,outofstock,private
47,47,"Yucca filifera (Tree yucca, St. Peter's palm)","Yucca species,ALL PLANTS INDEX","<p>Yucca filifera (Tree yucca, St. Peter's palm). USDA: 8-12. Full sun to light shade. Little to moderate water. Tree like rosette, up to 30' tall. Hardy to 10&deg;F. Origin: Mexico.</p>",,,outofstock,private
47-variation-0,47,"Yucca filifera (Tree yucca, St. Peter's palm)",,"<p>Yucca filifera (Tree yucca, St. Peter's palm). USDA: 8-12. Full sun to light shade. Little to moderate water. Tree like rosette, up to 30' tall. Hardy to 10&deg;F. Origin: Mexico.</p>",7 gallon bare root (2+feet),75.00,outofstock,private
47-variation-1,47,"Yucca filifera (Tree yucca, St. Peter's palm)",,"<p>Yucca filifera (Tree yucca, St. Peter's palm). USDA: 8-12. Full sun to light shade. Little to moderate water. Tree like rosette, up to 30' tall. Hardy to 10&deg;F. Origin: Mexico.</p>",15 gallon bare root (3+feet),150.00,outofstock,private
155,155,Seeds Plantus wrightii (Arizona sycamore),"TREE/SHRUB SEEDS (A to Z),TREE/SHRUB SEEDS (A to Z),TREE & SHRUB SEED INDEX",<p>Plantus wrightii (Arizona sycamore)</p>,,,outofstock,private
155-variation-0,155,Seeds Plantus wrightii (Arizona sycamore),,<p>Plantus wrightii (Arizona sycamore)</p>,25 seeds,2.35,outofstock,private
155-variation-1,155,Seeds Plantus wrightii (Arizona sycamore),,<p>Plantus wrightii (Arizona sycamore)</p>,100 seeds,4.85,outofstock,private
48,48,Yucca recurvifolia (Soft leaf yucca),"Yucca species,ALL PLANTS INDEX","<p>Yucca recurvifolia (Soft leaf yucca) Sunset: 7-24, 26-32; USDA: 7-10. Full sun to light shade. Moderate water. Unbranched trunk up to 8' tall. Hardy to -0&deg;F. Origin: Georgia and Mississippi.</p>",,,outofstock,private
48-variation-0,48,Yucca recurvifolia (Soft leaf yucca),,"<p>Yucca recurvifolia (Soft leaf yucca) Sunset: 7-24, 26-32; USDA: 7-10. Full sun to light shade. Moderate water. Unbranched trunk up to 8' tall. Hardy to -0&deg;F. Origin: Georgia and Mississippi.</p>",5 gal. size bare root,25.00,outofstock,private
48-variation-1,48,Yucca recurvifolia (Soft leaf yucca),,"<p>Yucca recurvifolia (Soft leaf yucca) Sunset: 7-24, 26-32; USDA: 7-10. Full sun to light shade. Moderate water. Unbranched trunk up to 8' tall. Hardy to -0&deg;F. Origin: Georgia and Mississippi.</p>",7 gal. size bare root,50.00,outofstock,private
49,49,Yucca rostrata (Beaked yucca),"Yucca species,ALL PLANTS INDEX","<p>Yucca rostrata (Beaked yucca, Big bend yucca Sunset: 7-24; USDA:8-12. Full sun. Little water. Tree yucca, growing slowly to 12' tall. Hardy to 10&deg;F. Origin: southern Texas, northern Mexico</p>",,,outofstock,private
49-variation-0,49,Yucca rostrata (Beaked yucca),,"<p>Yucca rostrata (Beaked yucca, Big bend yucca Sunset: 7-24; USDA:8-12. Full sun. Little water. Tree yucca, growing slowly to 12' tall. Hardy to 10&deg;F. Origin: southern Texas, northern Mexico</p>",5  gal. bare root (no trunk),40.00,outofstock,private
49-variation-1,49,Yucca rostrata (Beaked yucca),,"<p>Yucca rostrata (Beaked yucca, Big bend yucca Sunset: 7-24; USDA:8-12. Full sun. Little water. Tree yucca, growing slowly to 12' tall. Hardy to 10&deg;F. Origin: southern Texas, northern Mexico</p>",7 gal. bare root (no trunk),65.00,outofstock,private
50,50,Yucca rigida (Blue yucca),"Yucca species,ALL PLANTS INDEX","<p>Yucca rigida (Blue yucca, Palmilla) 7-24, 26-32; USDA:8-10. Full sun to light shade. Little water. Trunk up to 15' tall; 6' spread. Hardy to 10&deg;F. Origin: Mexico (Chihuahuan desert).</p>",,,outofstock,private
50-variation-0,50,Yucca rigida (Blue yucca),,"<p>Yucca rigida (Blue yucca, Palmilla) 7-24, 26-32; USDA:8-10. Full sun to light shade. Little water. Trunk up to 15' tall; 6' spread. Hardy to 10&deg;F. Origin: Mexico (Chihuahuan desert).</p>",5 gal. size bare root,30.00,outofstock,private
50-variation-1,50,Yucca rigida (Blue yucca),,"<p>Yucca rigida (Blue yucca, Palmilla) 7-24, 26-32; USDA:8-10. Full sun to light shade. Little water. Trunk up to 15' tall; 6' spread. Hardy to 10&deg;F. Origin: Mexico (Chihuahuan desert).</p>",7 gal. size bare root,65.00,outofstock,private
50-variation-2,50,Yucca rigida (Blue yucca),,"<p>Yucca rigida (Blue yucca, Palmilla) 7-24, 26-32; USDA:8-10. Full sun to light shade. Little water. Trunk up to 15' tall; 6' spread. Hardy to 10&deg;F. Origin: Mexico (Chihuahuan desert).</p>",15 gal size bare root,100.00,outofstock,private
51,51,Yucca thompsoniana (Big bend yucca),"Yucca species,ALL PLANTS INDEX","<p>Yucca thompsoniana  (Big bend yucca), USDA: 7-12. Full sun. Little to moderate water. Tree yucca, growing slowly to 12' tall, many heads. Hardy to 10&deg;F. Origin: Southwestern Texas</p>",,,outofstock,private
51-variation-0,51,Yucca thompsoniana (Big bend yucca),,"<p>Yucca thompsoniana  (Big bend yucca), USDA: 7-12. Full sun. Little to moderate water. Tree yucca, growing slowly to 12' tall, many heads. Hardy to 10&deg;F. Origin: Southwestern Texas</p>",5 gal. container bare root,25.00,outofstock,private
52,52,"Yucca whipplei (Our Lord's candle)","Yucca species,ALL PLANTS INDEX","<p>Yucca whipplei (Our Lord's candle). Full sun. Little to moderate water. Tree yucca, growing slowly to 20' tall. Hardy to 12&deg;F. Origin: Southern California, Baja California.</p>",,,outofstock,private
52-variation-0,52,"Yucca whipplei (Our Lord's candle)",,"<p>Yucca whipplei (Our Lord's candle). Full sun. Little to moderate water. Tree yucca, growing slowly to 20' tall. Hardy to 12&deg;F. Origin: Southern California, Baja California.</p>",5 gal. size bare root,25.00,outofstock,private
52-variation-1,52,"Yucca whipplei (Our Lord's candle)",,"<p>Yucca whipplei (Our Lord's candle). Full sun. Little to moderate water. Tree yucca, growing slowly to 20' tall. Hardy to 12&deg;F. Origin: Southern California, Baja California.</p>",7 gal. size bare root,65.00,outofstock,private
52-variation-2,52,"Yucca whipplei (Our Lord's candle)",,"<p>Yucca whipplei (Our Lord's candle). Full sun. Little to moderate water. Tree yucca, growing slowly to 20' tall. Hardy to 12&deg;F. Origin: Southern California, Baja California.</p>",15 gal size bare root,85.00,outofstock,private
53,53,Dasylirion wheeleri (Desert spoon),"Yucca species,ALL SUCCULENTS,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Dasylirion wheeleri (Desert spoon). Sunset: 10-24; USDA: 7b-11. Full sun. Heat tolerant. Low water. Treelike growth to 10' tall, 5' in diameter. Hardy to 5&deg;F. Origin: Arizona, New Mexico, western Texas, Northwest Mexico.</p>",,,outofstock,private
53-variation-0,53,Dasylirion wheeleri (Desert spoon),,"<p>Dasylirion wheeleri (Desert spoon). Sunset: 10-24; USDA: 7b-11. Full sun. Heat tolerant. Low water. Treelike growth to 10' tall, 5' in diameter. Hardy to 5&deg;F. Origin: Arizona, New Mexico, western Texas, Northwest Mexico.</p>",12-14 inch plant,25.00,outofstock,private
55,55,Nolina microcarpa (Beargrass),"Yucca species,ALL PLANTS INDEX",<p>Nolina microcarpa (Beargrass /&nbsp; Sawgrass)</p>,,,outofstock,private
55-variation-0,55,Nolina microcarpa (Beargrass),,<p>Nolina microcarpa (Beargrass /&nbsp; Sawgrass)</p>,5 gal container bare root,25.00,outofstock,private
56,56,Agave colorata (Mescal ceniza),"Agave species,ALL CACTI / SUCCULENTS,ALL SUCCULENTS,ALL PLANTS INDEX","<p>Agave colorata (Mescal ceniza). Sunset: 12-24; USDA: 9-10. Full sun, heat tolerant. Hardy to 18&deg;F. Grows to 2' tall - 3' wide. Infrequent water. Native to Mexico.</p>",,,outofstock,private
56-variation-0,56,Agave colorata (Mescal ceniza),,"<p>Agave colorata (Mescal ceniza). Sunset: 12-24; USDA: 9-10. Full sun, heat tolerant. Hardy to 18&deg;F. Grows to 2' tall - 3' wide. Infrequent water. Native to Mexico.</p>",10-12 inch plant,40,outofstock,private
57,57,Agave decipiens  (False sisal),"Agave species,ALL SUCCULENTS,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p>Agave decipiens (False sisal). Sunset: 12-24; USDA: 9-10. Full sun to light shade. Heat tolerant. Hardy to 18&deg;F. Grows to 5' tall - 4' wide. Infrequent water. Native to Mexico and Southern FL.</p>",,,outofstock,private
57-variation-0,57,Agave decipiens  (False sisal),,"<p>Agave decipiens (False sisal). Sunset: 12-24; USDA: 9-10. Full sun to light shade. Heat tolerant. Hardy to 18&deg;F. Grows to 5' tall - 4' wide. Infrequent water. Native to Mexico and Southern FL.</p>",10-12inch plant,20.00,outofstock,private
